timestamp_iso,session_id,user_name,gender,age_group,major,app_name,app_experience,trial_number,task_index,task_description,duration_seconds,errors_count,help_count,easy_binary
2025-10-29T03:27:41.873059,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,0,Create a new notebook titled 'Research_Project_2025'.,8,0,0,1
2025-10-29T03:28:27.614983,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,1,Add a section called 'Meeting_Notes.',9,0,0,1
2025-10-29T03:29:37.621169,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,2,Create a page named 'Project_Planning.',52,2,0,0
2025-10-29T03:30:36.134120,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,3,Type a meeting highlight points.,45,0,0,1
2025-10-29T03:30:53.045611,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,4,Apply bold formatting to highlight key points.,10,0,0,1
2025-10-29T03:33:09.096880,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,5,Create a to-do list for tasks assigned to team members and mark one as important.,35,0,0,1
2025-10-29T03:33:54.175966,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,6,Insert a project logo.,28,0,0,1
2025-10-29T03:35:05.157103,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,7,Attach a reference PDF file for background reading.,26,0,0,1
2025-10-29T03:35:25.618479,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,8,Use the search function to find a specific keyword in your notes.,10,0,0,1
2025-10-29T03:36:28.971943,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,9,Move the page ' Project_Planning ' to a new section called 'Research_Findings.',47,0,0,0
2025-10-29T03:37:16.187232,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,10,Share the notebook with a teammate via email.,39,0,0,1
2025-10-29T03:38:07.337824,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,11,Translate a sentence from English to another language (for multilingual collaboration).,38,0,0,1
2025-10-29T03:38:41.673790,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,12,Run a spell check to ensure the notes are error-free.,24,0,0,0
2025-10-29T03:39:39.935158,1af76353-f859-4d22-98f0-e2ed5c1d46cf,666061eeffa611f991735eab,Female,20–29,Daya Engineering,OneNote,Intermediate,2,13,Export the Project_Planning notes as a PDF file to distribute to stakeholders.,50,0,0,0
2025-10-29T06:57:37.386654,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,0,Create a new notebook titled 'Research_Project_2025'.,113,0,0,1
2025-10-29T07:00:43.502826,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,1,Add a section called 'Meeting_Notes.',120,0,0,0
2025-10-29T07:02:54.922819,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,2,Create a page named 'Project_Planning.',112,0,1,0
2025-10-29T07:05:37.083715,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,3,Type a meeting highlight points.,145,0,0,1
2025-10-29T07:06:55.030601,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,4,Apply bold formatting to highlight key points.,46,0,0,0
2025-10-29T07:10:50.901566,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,5,Create a to-do list for tasks assigned to team members and mark one as important.,129,0,1,1
2025-10-29T07:12:06.362009,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,6,Insert a project logo.,68,0,0,1
2025-10-29T07:13:20.998800,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,7,Attach a reference PDF file for background reading.,62,0,0,1
2025-10-29T07:14:41.480822,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,8,Use the search function to find a specific keyword in your notes.,70,0,0,1
2025-10-29T07:16:09.730883,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,9,Move the page ' Project_Planning ' to a new section called 'Research_Findings.',70,0,0,1
2025-10-29T07:17:03.653305,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,10,Share the notebook with a teammate via email.,42,0,0,1
2025-10-29T07:18:15.929899,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,11,Translate a sentence from English to another language (for multilingual collaboration).,61,0,0,1
2025-10-29T07:18:47.058511,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,12,Run a spell check to ensure the notes are error-free.,22,0,0,1
2025-10-29T07:19:46.413407,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,1,13,Export the Project_Planning notes as a PDF file to distribute to stakeholders.,48,0,1,1
2025-10-29T07:21:09.470340,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,0,Create a new notebook titled 'Research_Project_2025'.,69,0,0,0
2025-10-29T07:22:06.311668,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,1,Add a section called 'Meeting_Notes.',50,0,0,1
2025-10-29T07:22:49.060624,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,2,Create a page named 'Project_Planning.',34,0,0,1
2025-10-29T07:23:35.444797,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,3,Type a meeting highlight points.,40,0,0,1
2025-10-29T07:24:28.050666,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,4,Apply bold formatting to highlight key points.,45,0,0,1
2025-10-29T07:25:48.385254,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,5,Create a to-do list for tasks assigned to team members and mark one as important.,73,0,0,1
2025-10-29T07:26:10.972085,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,6,Insert a project logo.,17,0,0,1
2025-10-29T07:26:46.827953,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,7,Attach a reference PDF file for background reading.,31,0,0,1
2025-10-29T07:27:34.156103,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,8,Use the search function to find a specific keyword in your notes.,40,0,0,1
2025-10-29T07:28:10.064353,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,9,Move the page ' Project_Planning ' to a new section called 'Research_Findings.',30,0,0,1
2025-10-29T07:28:48.751836,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,10,Share the notebook with a teammate via email.,33,0,0,1
2025-10-29T07:29:23.629129,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,11,Translate a sentence from English to another language (for multilingual collaboration).,26,0,0,1
2025-10-29T07:29:52.878895,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,12,Run a spell check to ensure the notes are error-free.,22,0,0,1
2025-10-29T07:30:28.828184,40522828-261b-40bf-ace4-2a79bc2aafe4,Motlagomang mosimane,Female,20–29,Information technology,OneNote,Beginner,2,13,Export the Project_Planning notes as a PDF file to distribute to stakeholders.,30,0,0,1
